drug_name,ind_name,rating
Rituximab,Churg-Strauss Syndrome,1
Carboplatin,Fallopian Tube Neoplasms,1
Paclitaxel,Fallopian Tube Neoplasms,1
Carboplatin,ovarian neoplasm,1
Paclitaxel,ovarian neoplasm,1
Sunitinib,Recurrent disease,1
Folic Acid,Infertility,1
Anastrozole,Obesity,1
Sorafenib,"unspecified adult solid tumor, protocol specific",1
Nicotinamide,"unspecified adult solid tumor, protocol specific",1
Sodium phenylbutyrate,"Muscular Atrophy, Spinal, Type II",1
Sodium phenylbutyrate,Juvenile Spinal Muscular Atrophy,1
Asparaginase,recurrent childhood acute lymphoblastic leukemia,1
Pegaspargase,recurrent childhood acute lymphoblastic leukemia,1
Doxorubicin,recurrent childhood acute lymphoblastic leukemia,1
Dexamethasone,recurrent childhood acute lymphoblastic leukemia,1
Carboplatin,Non-Small Cell Lung Carcinoma,1
Olanzapine,Schizoaffective Disorder,1
Daptomycin,"Skin Diseases, Infectious",1
Vancomycin,"Skin Diseases, Infectious",1
Teicoplanin,"Skin Diseases, Infectious",1
Daptomycin,Soft Tissue Infections,1
Vancomycin,Soft Tissue Infections,1
Teicoplanin,Soft Tissue Infections,1
Atorvastatin,Venous Thromboembolism,1
Ropivacaine,Phantom Limb Syndrome,1
Darbepoetin alfa,Chronic Kidney Diseases,1
Darbepoetin alfa,Kidney Diseases,1
Mycophenolate mofetil,Interstitial Cystitis,1
Mycophenolic acid,Interstitial Cystitis,1
Mycophenolate mofetil,Painful Bladder Syndrome,1
Mycophenolic acid,Painful Bladder Syndrome,1
Dapsone,Pemphigus Vulgaris,1
Mycophenolate mofetil,"Lupus Erythematosus, Systemic",1
Mycophenolic acid,"Lupus Erythematosus, Systemic",1
Abatacept,"Lupus Erythematosus, Systemic",1
Ciprofloxacin,Inflammation,1
Triamcinolone,Inflammation,1
Ciprofloxacin,Bacterial Infections,1
Triamcinolone,Bacterial Infections,1
Belinostat,Multiple Myeloma,1
Hydroxyprogesterone caproate,Premature Birth,1
Hydroxyprogesterone caproate,transvaginal ultrasound: length of cervix,1
Lidocaine,Vulvar Vestibulitis,1
Chloroquine,Malaria,1
Erythropoietin,Kidney Failure,1
Alemtuzumab,leukemia,1
Pentostatin,leukemia,1
Rosiglitazone,Chronic Kidney Diseases,1
Alfuzosin,Urinary Retention,1
Omeprazole,Solid tumour,1
Midazolam,Solid tumour,1
Bevacizumab,Esophageal Neoplasms,1
Erlotinib,Esophageal Neoplasms,1
Bevacizumab,Esophageal Diseases,1
Erlotinib,Esophageal Diseases,1
Flibanserin,Psychosexual Disorders,1
Vincristine,Multiple Myeloma,1
Methamphetamine,Anxiety,1
Methamphetamine,Substance Dependence,1
Sildenafil,Coronary Artery Vasospasm,1
Tolterodine,Overactive Bladder,1
Tolterodine,Urinary Incontinence,1
Sodium phenylbutyrate,HMN (Hereditary Motor Neuropathy) Proximal Type I,1
Rituximab,B-Cell Lymphomas,1
Rituximab,"Lymphoma, Diffuse",1
Rimonabant,Microalbuminuria,1
Rimonabant,Dyslipidemias,1
Gemcitabine,Unknown Primary Tumors,1
Cisplatin,Unknown Primary Tumors,1
Paclitaxel,Unknown Primary Tumors,1
Cyclosporine,Corneal Diseases,1
Carboplatin,Non-Small Cell Lung Carcinoma,1
Mycophenolate mofetil,Lupus Nephritis,1
Mycophenolic acid,Lupus Nephritis,1
Oxaliplatin,Malignant neoplasm of stomach,1
Tretinoin,Neuroblastoma,1
Isotretinoin,Neuroblastoma,1
Piracetam,"Epilepsy, Post-Traumatic",1
Levonorgestrel,Hereditary Nonpolyposis Colorectal Cancer,1
Norgestrel,Hereditary Nonpolyposis Colorectal Cancer,1
Quetiapine,Methamphetamine dependence,1
Methamphetamine,Methamphetamine dependence,1
Ticlopidine,Acute Coronary Syndrome,1
Salicylic acid,Acute Coronary Syndrome,1
Acetylsalicylic acid,Acute Coronary Syndrome,1
Ticlopidine,Myocardial Infarction,1
Clopidogrel,Myocardial Infarction,1
Gemcitabine,Carcinoma,1
Bexarotene,Schizophrenia,1
Bexarotene,Schizoaffective Disorder,1
Methadone,Pain,1
Cyclosporine,Myeloid Leukemia,1
Mycophenolate mofetil,Myeloid Leukemia,1
Mycophenolic acid,Myeloid Leukemia,1
Cyclosporine,leukemia,1
Mycophenolate mofetil,leukemia,1
Mycophenolic acid,leukemia,1
Omeprazole,Laryngeal Diseases,1
Esomeprazole,Laryngeal Diseases,1
Finasteride,Benign Prostatic Hyperplasia,1
Cisplatin,Malignant neoplasm of stomach,1
Alemtuzumab,leukemia,1
Cyclophosphamide,leukemia,1
Busulfan,leukemia,1
Bevacizumab,Renal Cell Carcinoma,1
Temozolomide,Cutaneous Melanoma,1
Carboplatin,Cutaneous Melanoma,1
Paclitaxel,Cutaneous Melanoma,1
Ketamine,Traumatic Brain Injury,1
Rituximab,Chronic rejection of renal transplant,1
Celecoxib,Malignant neoplasm of lung,1
Pemetrexed,Malignant neoplasm of lung,1
Docetaxel,Malignant neoplasm of lung,1
Sunitinib,Kaposi's sarcoma classical type,1
Ethanol,Pancreatic Cyst,1
Bevacizumab,Malignant tumor of colon,1
Oxaliplatin,Malignant tumor of colon,1
Trastuzumab,Advanced breast cancer,1
Etoposide,Neuroblastoma,1
Carboplatin,Neuroblastoma,1
Melphalan,Neuroblastoma,1
Prednisolone,Lupus Nephritis,1
Methylprednisolone,Lupus Nephritis,1
Nicotine,Postoperative Nausea and Vomiting,1
Sirolimus,Hepatitis C recurrent,1
Everolimus,Hepatitis C recurrent,1
Penicillamine,Lead Poisoning,1
Imatinib,Pulmonary Hypertension,1
Topiramate,Epilepsy,1
Piracetam,Epilepsy,1
Erlotinib,Malignant neoplasm of lung,1
Methadone,Pain,1
Cisplatin,Primary peritoneal carcinoma,1
Paclitaxel,Primary peritoneal carcinoma,1
Quetiapine,Anorexia Nervosa,1
Gemcitabine,Pancreatic Neoplasm,1
Belimumab,Rheumatoid Arthritis,1
Clofarabine,leukemia,1
Bevacizumab,Malignant tumor of colon,1
Vidarabine,"Lymphoma, Non-Hodgkin",1
Fludarabine,"Lymphoma, Non-Hodgkin",1
Peginterferon alfa-2b,Solid tumour,1
Imatinib,Solid tumour,1
Docetaxel,Malignant neoplasm of lung,1
Paclitaxel,"Mammary Carcinoma, Human",1
Capecitabine,Malignant tumor of colon,1
Vancomycin,"Pneumonia, Ventilator-Associated",1
Milrinone,Congenital Heart Defects,1
Sorafenib,Malignant neoplasm of lung,1
Nitric Oxide,Varicose Ulcer,1
Carboplatin,Malignant neoplasm of lung,1
Paclitaxel,Malignant neoplasm of lung,1
Cisplatin,Esophageal Neoplasms,1
Fluorouracil,Esophageal Neoplasms,1
Progesterone,Premature Birth,1
Tadalafil,Priapism,1
Cisplatin,Adenocarcinoma Of Esophagus,1
Cisplatin,Squamous cell carcinoma,1
Dasatinib,Multiple Myeloma,1
Mycophenolate mofetil,Lupus Nephritis,1
Mycophenolic acid,Lupus Nephritis,1
Aminolevulinic acid,"Leukoplakia, Oral",1
Dacarbazine,Adenocarcinoma,1
Temozolomide,Adenocarcinoma,1
Dacarbazine,"Carcinoma, Large Cell",1
Temozolomide,"Carcinoma, Large Cell",1
Alprostadil,Pulmonary Hypertension,1
Erythropoietin,Brain Injuries,1
Erythropoietin,Ventricular hemorrhage,1
Erythropoietin,"Leukomalacia, Periventricular",1
Prednisone,Adenocarcinoma of prostate,1
Docetaxel,Adenocarcinoma of prostate,1
Phenylacetic acid,Hepatic Encephalopathy,1
Fluticasone Propionate,Bronchiolitis,1
Teriparatide,Osteopenia,1
Teriparatide,Osteoporosis,1
Fondaparinux sodium,Malignant neoplasm of ovary,1
Busulfan,Retinoblastoma,1
Ifosfamide,Retinoblastoma,1
Lithium,Canavan Disease,1
Parecoxib,Pain,1
Etoposide,"Leukemia, Myelocytic, Acute",1
Nelfinavir,Diarrhea,1
Zidovudine,Diarrhea,1
Lamivudine,Diarrhea,1
Calcium carbonate,Diarrhea,1
Simvastatin,Atherosclerosis,1
Ezetimibe,Atherosclerosis,1
Doxorubicin,ovarian neoplasm,1
Paclitaxel,ovarian neoplasm,1
Vorinostat,adult acute megakaryoblastic leukemia (M7),1
Vorinostat,adult acute minimally differentiated myeloid leukemia (M0),1
Vorinostat,adult acute monoblastic leukemia (M5a),1
Vorinostat,adult acute monocytic leukemia (M5b),1
Vorinostat,adult acute myeloblastic leukemia with maturation (M2),1
Vorinostat,Adult Acute Myeloid Leukemia without Maturation,1
Vorinostat,adult acute myeloid leukemia with 11q23 (MLL) abnormalities,1
Vorinostat,adult acute myeloid leukemia with inv(16)(p13;q22),1
Vorinostat,adult acute myeloid leukemia with t(16;16)(p13;q22),1
Vorinostat,adult acute myeloid leukemia with t(8;21)(q22;q22),1
Vorinostat,adult acute myelomonocytic leukemia (M4),1
Vorinostat,adult erythroleukemia (M6a),1
Vorinostat,adult pure erythroid leukemia (M6b),1
Vorinostat,untreated adult acute myeloid leukemia,1
Morphine,Advanced cancer,1
Methadone,Advanced cancer,1
Morphine,Solid tumour,1
Methadone,Solid tumour,1
Aldesleukin,leukemia,1
Rituximab,leukemia,1
Fludarabine,leukemia,1
Teriparatide,Hypocalcemia,1
Cyclophosphamide,leukemia,1
Clofarabine,leukemia,1
Cyclophosphamide,Hodgkin Disease,1
Clofarabine,Hodgkin Disease,1
Clofarabine,Multiple Myeloma,1
Reboxetine,Diabetic Neuropathies,1
Irinotecan,Malignant tumor of colon,1
Oxaliplatin,Malignant tumor of colon,1
Capecitabine,Malignant tumor of colon,1
Iloprost,Systemic Scleroderma,1
Cetuximab,Esophageal carcinoma,1
Bevacizumab,Esophageal carcinoma,1
Bevacizumab,Renal Cell Carcinoma,1
Zonisamide,Epilepsy,1
Mesalazine,Diverticulitis,1
Lenalidomide,Advanced cancer,1
Thalidomide,Advanced cancer,1
Lenalidomide,Pain,1
Thalidomide,Pain,1
Alemtuzumab,"Lupus Erythematosus, Systemic",1
Busulfan,"Lupus Erythematosus, Systemic",1
Fludarabine,"Lupus Erythematosus, Systemic",1
Alemtuzumab,Systemic Scleroderma,1
Busulfan,Systemic Scleroderma,1
Fludarabine,Systemic Scleroderma,1
Adalimumab,Sarcoidosis,1
Propranolol,Cocaine Dependence,1
Lovastatin,Severe persistent asthma,1
Pramipexole,Fibromyalgia,1
Nitroprusside,Sarcopenia,1
Adalimumab,Pyoderma Gangrenosum,1
Alfuzosin,Multiple Sclerosis,1
Alfuzosin,Bladder dysfunction,1
Pioglitazone,Amyotrophic Lateral Sclerosis,1
Zonisamide,Epilepsy,1
Ziprasidone,Schizoaffective Disorder,1
Citalopram,Sleeplessness,1
Bevacizumab,Malignant tumor of colon,1
Oxaliplatin,Malignant tumor of colon,1
Irinotecan,Malignant tumor of colon,1
Capecitabine,Malignant tumor of colon,1
Pyrimethamine,"Malaria, antepartum",1
Sulfadoxine,"Malaria, antepartum",1
Treprostinil,Hamman-Rich syndrome,1
Treprostinil,Pulmonary Hypertension,1
Pemetrexed,Primary central nervous system lymphoma,1
Lenalidomide,Adult T-Cell Lymphoma/Leukemia,1
Thalidomide,Adult T-Cell Lymphoma/Leukemia,1
Lenalidomide,Angioimmunoblastic Lymphadenopathy,1
Thalidomide,Angioimmunoblastic Lymphadenopathy,1
Lenalidomide,Ki-1+ Anaplastic Large Cell Lymphoma,1
Thalidomide,Ki-1+ Anaplastic Large Cell Lymphoma,1
Salmon Calcitonin,Degenerative polyarthritis,1
Testosterone,Hypogonadism,1
Methyltestosterone,Hypogonadism,1
Aldesleukin,Cutaneous Melanoma,1
Fludarabine,Cutaneous Melanoma,1
Aldesleukin,"unspecified adult solid tumor, protocol specific",1
Fludarabine,"unspecified adult solid tumor, protocol specific",1
Temozolomide,Glioblastoma,1
Aminolevulinic acid,Cervical Intraepithelial Neoplasia,1
Riboflavin,progressive keratoconus,1
Riboflavin,Corneal ectasia,1
Peginterferon alfa-2b,"unspecified adult solid tumor, protocol specific",1
Decitabine,"unspecified adult solid tumor, protocol specific",1
Heparin,Burn injury,1
Bisoprolol,Chronic Obstructive Airway Disease,1
Calfactant,"Respiratory Distress Syndrome, Adult",1
Exenatide,Diabetes Mellitus,1
Gemcitabine,Cholangiocarcinoma,1
Oxaliplatin,Cholangiocarcinoma,1
Bevacizumab,Colorectal Carcinoma,1
Folic Acid,Colorectal Carcinoma,1
Levoleucovorin,Colorectal Carcinoma,1
Bevacizumab,Secondary malignant neoplasm of liver,1
Folic Acid,Secondary malignant neoplasm of liver,1
Levoleucovorin,Secondary malignant neoplasm of liver,1
Ethanol,Pregnancy in Adolescence,1
Mefloquine,"Leukoencephalopathy, Progressive Multifocal",1
Exemestane,Advanced breast cancer,1
Tenofovir,Hepatitis B,1
Nitric Oxide,MRSA - Methicillin resistant Staphylococcus aureus infection,1
Alemtuzumab,leukemia,1
Vidarabine,leukemia,1
Cyclophosphamide,leukemia,1
Busulfan,leukemia,1
Fludarabine,leukemia,1
Thiotepa,leukemia,1
Alemtuzumab,Neuroblastoma,1
Vidarabine,Neuroblastoma,1
Busulfan,Neuroblastoma,1
Fludarabine,Neuroblastoma,1
Thiotepa,Neuroblastoma,1
Alemtuzumab,Immunologic Deficiency Syndromes,1
Vidarabine,Immunologic Deficiency Syndromes,1
Cyclophosphamide,Immunologic Deficiency Syndromes,1
Busulfan,Immunologic Deficiency Syndromes,1
Fludarabine,Immunologic Deficiency Syndromes,1
Thiotepa,Immunologic Deficiency Syndromes,1
Erlotinib,Malignant neoplasm of lung,1
Dasatinib,Malignant neoplasm of lung,1
Dasatinib,Non-Small Cell Lung Carcinoma,1
Nitric Oxide,Chronic ulcer of lower extremity,1
Budesonide,Inflammatory Bowel Diseases,1
Budesonide,Ulcerative Colitis,1
Anidulafungin,Fungemia,1
Caspofungin,Fungemia,1
Anidulafungin,Candidiasis,1
Caspofungin,Candidiasis,1
Vidarabine,Myeloproliferative disease,1
Mycophenolate mofetil,Myeloproliferative disease,1
Tacrolimus,Myeloproliferative disease,1
Mycophenolic acid,Myeloproliferative disease,1
Melphalan,Myeloproliferative disease,1
Fludarabine,Myeloproliferative disease,1
Vidarabine,leukemia,1
Mycophenolate mofetil,leukemia,1
Tacrolimus,leukemia,1
Mycophenolic acid,leukemia,1
Melphalan,leukemia,1
Fludarabine,leukemia,1
Budesonide,Radiation proctitis,1
Colchicine,"Hepatitis C, Chronic",1
Pegfilgrastim,Non-Small Cell Lung Carcinoma,1
Erlotinib,Meningeal Carcinomatosis,1
Cycloserine,Smoker,1
Clofarabine,adult acute myeloid leukemia in remission,1
Cytarabine,adult acute myeloid leukemia in remission,1
Clofarabine,adult acute myeloid leukemia with 11q23 (MLL) abnormalities,1
Cytarabine,adult acute myeloid leukemia with 11q23 (MLL) abnormalities,1
Clofarabine,adult acute myeloid leukemia with inv(16)(p13;q22),1
Cytarabine,adult acute myeloid leukemia with inv(16)(p13;q22),1
Clofarabine,adult acute myeloid leukemia with t(15;17)(q22;q12),1
Cytarabine,adult acute myeloid leukemia with t(15;17)(q22;q12),1
Clofarabine,adult acute myeloid leukemia with t(16;16)(p13;q22),1
Cytarabine,adult acute myeloid leukemia with t(16;16)(p13;q22),1
Clofarabine,adult acute myeloid leukemia with t(8;21)(q22;q22),1
Cytarabine,adult acute myeloid leukemia with t(8;21)(q22;q22),1
Clofarabine,recurrent adult acute myeloid leukemia,1
Cytarabine,recurrent adult acute myeloid leukemia,1
Topiramate,"Alcoholic Intoxication, Chronic",1
Zonisamide,"Alcoholic Intoxication, Chronic",1
Piracetam,"Alcoholic Intoxication, Chronic",1
Voriconazole,Invasive aspergillosis,1
Sevelamer,Chronic Kidney Diseases,1
Sevelamer,Hyperphosphatemia (disorder),1
Busulfan,Refractory Brain Neoplasm,1
Rituximab,leukemia,1
Lenalidomide,leukemia,1
Paroxetine,Anxiety Disorders,1
Floxuridine,Malignant neoplasm of stomach,1
Cisplatin,Malignant neoplasm of stomach,1
Irinotecan,Malignant neoplasm of stomach,1
Amphotericin B,"Meningitis, Cryptococcal",1
Flucytosine,"Meningitis, Cryptococcal",1
Glycine betaine,"Hepatitis C, Chronic",1
Ampicillin,Chorioamnionitis,1
Sulbactam,Chorioamnionitis,1
Valsartan,Oxidative Stress,1
Ramipril,Oxidative Stress,1
Valsartan,Endothelial dysfunction,1
Ramipril,Endothelial dysfunction,1
Bevacizumab,Biliary Tract Cancer,1
Pregabalin,Spinal Cord Injuries,1
Pregabalin,Pain,1
Prednisone,Adenocarcinoma of prostate,1
Sunitinib,Adenocarcinoma of prostate,1
Prednisone,Prostate cancer recurrent,1
Sunitinib,Prostate cancer recurrent,1
Pregabalin,Orofacial Pain,1
Thiamine,Hyperemesis Gravidarum,1
Promethazine,Hyperemesis Gravidarum,1
Diphenhydramine,Hyperemesis Gravidarum,1
Modafinil,Methamphetamine dependence,1
Methamphetamine,Methamphetamine dependence,1
Armodafinil,Methamphetamine dependence,1
Dasatinib,Malignant neoplasm of lung,1
Risperidone,Schizoaffective Disorder,1
Quetiapine,Schizoaffective Disorder,1
Aripiprazole,Schizoaffective Disorder,1
Risperidone,Bipolar I disorder,1
Quetiapine,Bipolar I disorder,1
Aripiprazole,Bipolar I disorder,1
Pregabalin,Vulvodynia,1
Pregabalin,Vulvar Vestibulitis,1
Prednisone,Multiple Myeloma,1
Vorinostat,Multiple Myeloma,1
Zoledronic acid,Adenocarcinoma,1
Linezolid,"Skin Diseases, Infectious",1
Quetiapine,Major Depressive Disorder,1
Quetiapine,Generalized Anxiety Disorder,1
Cisplatin,Epithelial ovarian cancer,1
Temozolomide,Mixed Oligodendroglioma-Astrocytoma,1
Mifepristone,"Affective Disorders, Psychotic",1
Rituximab,Lymphoproliferative Disorders,1
Bortezomib,Lymphoproliferative Disorders,1
Dacarbazine,Glioblastoma,1
Temozolomide,Glioblastoma,1
Dasatinib,Glioblastoma,1
Dacarbazine,CNS disorder,1
Temozolomide,CNS disorder,1
Dasatinib,CNS disorder,1
Dacarbazine,Brain Diseases,1
Temozolomide,Brain Diseases,1
Dasatinib,Brain Diseases,1
Cetuximab,metastatic squamous neck cancer with occult primary squamous cell carcinoma,1
Sunitinib,metastatic squamous neck cancer with occult primary squamous cell carcinoma,1
Cetuximab,recurrent metastatic squamous neck cancer with occult primary,1
Sunitinib,recurrent metastatic squamous neck cancer with occult primary,1
Cetuximab,Recurrent Salivary Gland Cancer,1
Sunitinib,Recurrent Salivary Gland Cancer,1
Cetuximab,Squamous cell carcinoma of the hypopharynx recurrent,1
Sunitinib,Squamous cell carcinoma of the hypopharynx recurrent,1
Cetuximab,Laryngeal squamous cell carcinoma recurrent,1
Sunitinib,Laryngeal squamous cell carcinoma recurrent,1
Cetuximab,recurrent squamous cell carcinoma of the lip and oral cavity,1
Sunitinib,recurrent squamous cell carcinoma of the lip and oral cavity,1
Cetuximab,Nasopharyngeal squamous cell carcinoma recurrent,1
Sunitinib,Nasopharyngeal squamous cell carcinoma recurrent,1
Cetuximab,Oropharyngeal squamous cell carcinoma recurrent,1
Sunitinib,Oropharyngeal squamous cell carcinoma recurrent,1
Cetuximab,recurrent squamous cell carcinoma of the paranasal sinus and nasal cavity,1
Sunitinib,recurrent squamous cell carcinoma of the paranasal sinus and nasal cavity,1
Cetuximab,Laryngeal verrucous carcinoma recurrent,1
Sunitinib,Laryngeal verrucous carcinoma recurrent,1
Cetuximab,Verrucous carcinoma of the oral cavity recurrent,1
Sunitinib,Verrucous carcinoma of the oral cavity recurrent,1
Cetuximab,squamous cell carcinoma of salivary gland,1
Sunitinib,squamous cell carcinoma of salivary gland,1
Cetuximab,Salivary gland cancer stage III,1
Sunitinib,Salivary gland cancer stage III,1
Cetuximab,Squamous cell carcinoma of the hypopharynx stage III,1
Sunitinib,Squamous cell carcinoma of the hypopharynx stage III,1
Cetuximab,Laryngeal squamous cell carcinoma stage III,1
Sunitinib,Laryngeal squamous cell carcinoma stage III,1
Cetuximab,stage III squamous cell carcinoma of the lip and oral cavity,1
Sunitinib,stage III squamous cell carcinoma of the lip and oral cavity,1
Cetuximab,Nasopharyngeal squamous cell carcinoma stage III,1
Sunitinib,Nasopharyngeal squamous cell carcinoma stage III,1
Cetuximab,Oropharyngeal squamous cell carcinoma stage III,1
Sunitinib,Oropharyngeal squamous cell carcinoma stage III,1
Cetuximab,stage III squamous cell carcinoma of the paranasal sinus and nasal cavity,1
Sunitinib,stage III squamous cell carcinoma of the paranasal sinus and nasal cavity,1
Cetuximab,Laryngeal verrucous carcinoma stage III,1
Sunitinib,Laryngeal verrucous carcinoma stage III,1
Cetuximab,Verrucous carcinoma of the oral cavity stage III,1
Sunitinib,Verrucous carcinoma of the oral cavity stage III,1
Cetuximab,Salivary gland cancer stage IV,1
Sunitinib,Salivary gland cancer stage IV,1
Cetuximab,Squamous cell carcinoma of the hypopharynx stage IV,1
Sunitinib,Squamous cell carcinoma of the hypopharynx stage IV,1
Cetuximab,Laryngeal squamous cell carcinoma stage IV,1
Sunitinib,Laryngeal squamous cell carcinoma stage IV,1
Cetuximab,stage IV squamous cell carcinoma of the lip and oral cavity,1
Sunitinib,stage IV squamous cell carcinoma of the lip and oral cavity,1
Cetuximab,Nasopharyngeal squamous cell carcinoma stage IV,1
Sunitinib,Nasopharyngeal squamous cell carcinoma stage IV,1
Cetuximab,stage IV squamous cell carcinoma of the oropharynx,1
Sunitinib,stage IV squamous cell carcinoma of the oropharynx,1
Cetuximab,stage IV squamous cell carcinoma of the paranasal sinus and nasal cavity,1
Sunitinib,stage IV squamous cell carcinoma of the paranasal sinus and nasal cavity,1
Cetuximab,Laryngeal verrucous carcinoma stage IV,1
Sunitinib,Laryngeal verrucous carcinoma stage IV,1
Cetuximab,Verrucous carcinoma of the oral cavity stage IV,1
Sunitinib,Verrucous carcinoma of the oral cavity stage IV,1
Cetuximab,untreated metastatic squamous neck cancer with occult primary,1
Sunitinib,untreated metastatic squamous neck cancer with occult primary,1
Sorafenib,Colorectal Neoplasms,1
Oxaliplatin,Colorectal Neoplasms,1
Irinotecan,Colorectal Neoplasms,1
Oxytocin,"Fetal Membranes, Premature Rupture",1
Lamotrigine,Bipolar Disorder,1
Zoledronic acid,Giant Cell Tumor of Bone,1
Panobinostat,Non-Small Cell Lung Carcinoma,1
Cetuximab,Neoplasm Metastasis,1
Sunitinib,cognitive/functional effects,1
Sunitinib,"unspecified adult solid tumor, protocol specific",1
Cisplatin,Nausea and vomiting,1
Ondansetron,Nausea and vomiting,1
Dexamethasone,Nausea and vomiting,1
Vincristine,Adult Kidney Wilms Tumor,1
Etoposide,Adult Kidney Wilms Tumor,1
Dactinomycin,Adult Kidney Wilms Tumor,1
Doxorubicin,Adult Kidney Wilms Tumor,1
Vincristine,Beckwith-Wiedemann Syndrome,1
Etoposide,Beckwith-Wiedemann Syndrome,1
Dactinomycin,Beckwith-Wiedemann Syndrome,1
Doxorubicin,Beckwith-Wiedemann Syndrome,1
Vincristine,Childhood Kidney Wilms Tumor,1
Etoposide,Childhood Kidney Wilms Tumor,1
Dactinomycin,Childhood Kidney Wilms Tumor,1
Doxorubicin,Childhood Kidney Wilms Tumor,1
Vincristine,Diffuse Hyperplastic Perilobar Nephroblastomatosis,1
Etoposide,Diffuse Hyperplastic Perilobar Nephroblastomatosis,1
Dactinomycin,Diffuse Hyperplastic Perilobar Nephroblastomatosis,1
Doxorubicin,Diffuse Hyperplastic Perilobar Nephroblastomatosis,1
Vincristine,Congenital hemihypertrophy,1
Etoposide,Congenital hemihypertrophy,1
Dactinomycin,Congenital hemihypertrophy,1
Doxorubicin,Congenital hemihypertrophy,1
Vincristine,stage I Wilms' tumor,1
Etoposide,stage I Wilms' tumor,1
Dactinomycin,stage I Wilms' tumor,1
Doxorubicin,stage I Wilms' tumor,1
Vincristine,stage II Wilms' tumor,1
Etoposide,stage II Wilms' tumor,1
Dactinomycin,stage II Wilms' tumor,1
Doxorubicin,stage II Wilms' tumor,1
Vincristine,stage III Wilms' tumor,1
Etoposide,stage III Wilms' tumor,1
Dactinomycin,stage III Wilms' tumor,1
Doxorubicin,stage III Wilms' tumor,1
Vincristine,stage IV Wilms' tumor,1
Etoposide,stage IV Wilms' tumor,1
Dactinomycin,stage IV Wilms' tumor,1
Doxorubicin,stage IV Wilms' tumor,1
Vincristine,stage V Wilms' tumor,1
Etoposide,stage V Wilms' tumor,1
Dactinomycin,stage V Wilms' tumor,1
Doxorubicin,stage V Wilms' tumor,1
Gemcitabine,Malignant neoplasm of lung,1
Carboplatin,Malignant neoplasm of lung,1
Dexamethasone,Acute fungal otitis externa,1
Haloperidol,Delirium,1
Quetiapine,Delirium,1
Cetuximab,Colorectal cancer metastatic,1
Fluorouracil,Colorectal cancer metastatic,1
Capecitabine,Colorectal cancer metastatic,1
Denileukin diftitox,Melanoma recurrent,1
Aldesleukin,Melanoma recurrent,1
Denileukin diftitox,malignant melanoma of skin stage III,1
Aldesleukin,malignant melanoma of skin stage III,1
Sunitinib,Malignant neoplasm of lung,1
Oxaliplatin,Colorectal Neoplasms,1
Fluorouracil,Colorectal Neoplasms,1
Capecitabine,Colorectal Neoplasms,1
Midazolam,Pain,1
Carboplatin,ovarian neoplasm,1
Paclitaxel,ovarian neoplasm,1
Alemtuzumab,B-cell small lymphocytic lymphoma recurrent,1
Bendamustine,B-cell small lymphocytic lymphoma recurrent,1
Alemtuzumab,Chronic lymphocytic leukaemia refractory,1
Bendamustine,Chronic lymphocytic leukaemia refractory,1
Alemtuzumab,Chronic lymphocytic leukaemia stage 3,1
Bendamustine,Chronic lymphocytic leukaemia stage 3,1
Alemtuzumab,B-cell small lymphocytic lymphoma stage III,1
Bendamustine,B-cell small lymphocytic lymphoma stage III,1
Alemtuzumab,Chronic lymphocytic leukaemia stage 4,1
Bendamustine,Chronic lymphocytic leukaemia stage 4,1
Alemtuzumab,B-cell small lymphocytic lymphoma stage IV,1
Bendamustine,B-cell small lymphocytic lymphoma stage IV,1
Cyproheptadine,leukemia,1
Cyproheptadine,Malnutrition,1
Cyproheptadine,"unspecified childhood solid tumor, protocol specific",1
Cyproheptadine,Body Weight Changes,1
Erlotinib,Neuroendocrine Tumors,1
Pertuzumab,Neuroendocrine Tumors,1
Erlotinib,Adrenal Gland Neoplasms,1
Pertuzumab,Adrenal Gland Neoplasms,1
Erlotinib,Neuroblastoma,1
Pertuzumab,Neuroblastoma,1
Erlotinib,Multiple Endocrine Neoplasia,1
Pertuzumab,Multiple Endocrine Neoplasia,1
Bevacizumab,Intracranial Meningioma,1
Sirolimus,Intracranial Meningioma,1
Everolimus,Intracranial Meningioma,1
Lovastatin,melanoma,1
Darbepoetin alfa,Chronic Kidney Diseases,1
Lenalidomide,Renal Cell Carcinoma,1
Thalidomide,Renal Cell Carcinoma,1
Palonosetron,Nausea,1
Palonosetron,Vomiting,1
Oxycodone,Degenerative polyarthritis,1
Norepinephrine,"orthostatic; hypotension, neurogenic",1
Droxidopa,"orthostatic; hypotension, neurogenic",1
Norepinephrine,Chronic Fatigue Syndrome,1
Droxidopa,Chronic Fatigue Syndrome,1
Tramadol,Premature Ejaculation,1
Modafinil,Traumatic Brain Injury,1
Armodafinil,Traumatic Brain Injury,1
Tramadol,Premature Ejaculation,1
Cyclophosphamide,Solid tumour,1
Vincristine,Solid tumour,1
Irinotecan,Solid tumour,1
Etoposide,Solid tumour,1
Temozolomide,Solid tumour,1
Doxorubicin,Solid tumour,1
Ifosfamide,Solid tumour,1
Cyclophosphamide,Kidney Neoplasm,1
Vincristine,Kidney Neoplasm,1
Irinotecan,Kidney Neoplasm,1
Etoposide,Kidney Neoplasm,1
Temozolomide,Kidney Neoplasm,1
Doxorubicin,Kidney Neoplasm,1
Ifosfamide,Kidney Neoplasm,1
Irinotecan,Neuroblastoma,1
Etoposide,Neuroblastoma,1
